ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,discount_level,discount_amount,profit_per_item
Standard Class,Corporate,United States,Fresno,California,93727,West,Office Supplies,Binders,7.312,1,0.2,2.5592,Medium Discount,1.4624000000000001,2.5592
Same Day,Home Office,United States,Reno,Nevada,89502,West,Technology,Phones,475.944,7,0.2,59.493,Medium Discount,95.18880000000001,8.499
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,30.08,2,0.2,-5.264,Medium Discount,6.016,-2.632
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,165.6,3,0.2,-6.21,Medium Discount,33.12,-2.07
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,180.96,5,0.2,13.572,Medium Discount,36.192,2.7144
Standard Class,Consumer,United States,New Bedford,Massachusetts,2740,East,Technology,Accessories,23.18,2,0.0,7.6494,No Discount,0.0,3.8247
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,56.96,2,0.0,21.0752,No Discount,0.0,10.5376
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,15.56,4,0.0,4.0456,No Discount,0.0,1.0114
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,353.568,2,0.2,-44.196,Medium Discount,70.7136,-22.098
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,13.96,2,0.0,6.7008,No Discount,0.0,3.3504
Second Class,Consumer,United States,Oxnard,California,93030,West,Technology,Accessories,82.95,5,0.0,29.0325,No Discount,0.0,5.8065
Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,39.68,2,0.0,10.3168,No Discount,0.0,5.1584
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,479.97,3,0.0,177.5889,No Discount,0.0,59.1963
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Labels,7.38,2,0.0,3.4686,No Discount,0.0,1.7343
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Binders,14.256,3,0.2,4.455,Medium Discount,2.8512000000000004,1.485
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Paper,81.98,2,0.0,40.1702,No Discount,0.0,20.0851
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Binders,39.624,3,0.2,13.8684,Medium Discount,7.924800000000001,4.6228
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,399.672,7,0.2,-14.9877,Medium Discount,79.93440000000001,-2.1411000000000002
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,65.12,4,0.0,16.9312,No Discount,0.0,4.2328
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,30.56,5,0.6,-19.864,High Discount,18.336,-3.9728000000000003
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Office Supplies,Appliances,20.768,2,0.2,2.3364,Medium Discount,4.1536,1.1682
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,39.808,4,0.2,3.9808,Medium Discount,7.961600000000001,0.9952
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,121.104,6,0.7,-100.92,High Discount,84.77279999999999,-16.82
Standard Class,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,111.96,5,0.2,-1.3995,Medium Discount,22.392,-0.2799
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,15.696,3,0.2,5.1012,Medium Discount,3.1392,1.7004000000000001
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,70.26,3,0.0,18.9702,No Discount,0.0,6.3233999999999995
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,90.0,5,0.0,16.2,No Discount,0.0,3.2399999999999998
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,6.096,2,0.2,2.0574,Medium Discount,1.2192,1.0287
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,481.176,2,0.4,-120.294,Medium Discount,192.4704,-60.147
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Fasteners,7.24,4,0.0,2.3892,No Discount,0.0,0.5973
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Bookcases,177.45,5,0.5,-78.078,High Discount,88.725,-15.6156
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Binders,1369.764,6,0.7,-913.176,High Discount,958.8347999999999,-152.196
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Appliances,9.48,3,0.2,0.711,Medium Discount,1.8960000000000001,0.237
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,130.98,2,0.5,-89.0664,High Discount,65.49,-44.5332
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,174.95,5,0.0,45.487,No Discount,0.0,9.0974
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,826.0,5,0.0,214.76,No Discount,0.0,42.952
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,139.58,7,0.0,39.0824,No Discount,0.0,5.5832
First Class,Home Office,United States,Kenosha,Wisconsin,53142,Central,Technology,Accessories,399.95,5,0.0,143.982,No Discount,0.0,28.7964
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,12.39,3,0.0,5.8233,No Discount,0.0,1.9410999999999998
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,760.98,5,0.8,-1141.47,High Discount,608.784,-228.294
Same Day,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,67.86,6,0.7,-45.24,High Discount,47.501999999999995,-7.54
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Fasteners,31.504,11,0.2,11.814,Medium Discount,6.300800000000001,1.074
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Labels,5.04,1,0.2,1.638,Medium Discount,1.008,1.638
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,39.879,7,0.7,-29.2446,High Discount,27.9153,-4.1777999999999995
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,4.712,1,0.2,1.4136,Medium Discount,0.9424,1.4136
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,194.352,3,0.2,19.4352,Medium Discount,38.870400000000004,6.4784
First Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Chairs,97.424,2,0.2,10.9602,Medium Discount,19.484800000000003,5.4801
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,704.76,5,0.2,26.4285,Medium Discount,140.952,5.2857
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,27.396,3,0.7,-20.0904,High Discount,19.1772,-6.6968
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,5.7,5,0.0,2.679,No Discount,0.0,0.5357999999999999
Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,14.19,3,0.0,5.5341,No Discount,0.0,1.8446999999999998
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,7.3,2,0.0,2.19,No Discount,0.0,1.095
Same Day,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,199.98,2,0.0,75.9924,No Discount,0.0,37.9962
Same Day,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,144.96,4,0.0,60.8832,No Discount,0.0,15.2208
Same Day,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,118.0,2,0.0,20.06,No Discount,0.0,10.03
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,48.94,1,0.0,24.47,No Discount,0.0,24.47
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,22.66,2,0.0,9.7438,No Discount,0.0,4.8719
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,0.836,1,0.8,-1.3376,High Discount,0.6688000000000001,-1.3376
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,30.96,6,0.2,11.223,Medium Discount,6.192,1.8705
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Bookcases,723.92,5,0.2,-81.441,Medium Discount,144.784,-16.2882
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,21.968,4,0.6,-15.9268,High Discount,13.1808,-3.9817
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,619.152,6,0.2,69.6546,Medium Discount,123.83040000000001,11.6091
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,127.904,7,0.2,41.5688,Medium Discount,25.5808,5.938400000000001
Second Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,94.2,5,0.0,39.564,No Discount,0.0,7.9128
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,49.5,5,0.0,13.365,No Discount,0.0,2.673
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,16.52,5,0.2,1.652,Medium Discount,3.3040000000000003,0.33039999999999997
Second Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,55.36,4,0.2,19.376,Medium Discount,11.072000000000001,4.844
Second Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Machines,11.56,1,0.2,3.757,Medium Discount,2.3120000000000003,3.757
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,17.12,4,0.0,7.704,No Discount,0.0,1.926
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,182.352,3,0.2,-18.2352,Medium Discount,36.470400000000005,-6.078399999999999
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,118.16,2,0.2,-25.109,Medium Discount,23.632,-12.5545
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Fasteners,18.368,2,0.2,6.1992,Medium Discount,3.6736,3.0996
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,600.558,3,0.3,-8.5794,Medium Discount,180.1674,-2.8598
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,50.352,3,0.2,-8.1822,Medium Discount,10.0704,-2.7274
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Art,28.032,6,0.2,3.504,Medium Discount,5.606400000000001,0.584
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,7.692,1,0.6,-3.6537,High Discount,4.6152,-3.6537
First Class,Consumer,United States,Mansfield,Texas,76063,Central,Furniture,Tables,517.405,5,0.3,-81.3065,Medium Discount,155.2215,-16.2613
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,8.608,8,0.8,-13.3424,High Discount,6.886400000000001,-1.6678
Second Class,Home Office,United States,Houston,Texas,77070,Central,Technology,Accessories,159.56,5,0.2,33.9065,Medium Discount,31.912000000000003,6.7813
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,2104.55,7,0.0,694.5015,No Discount,0.0,99.2145
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Supplies,40.7,5,0.0,11.803,No Discount,0.0,2.3606000000000003
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Technology,Accessories,47.79,3,0.0,16.2486,No Discount,0.0,5.4162
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,5.16,2,0.0,1.3416,No Discount,0.0,0.6708
Standard Class,Home Office,United States,San Diego,California,92024,West,Technology,Accessories,21.21,7,0.0,4.4541,No Discount,0.0,0.6363000000000001
Second Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Storage,96.36,6,0.0,25.0536,No Discount,0.0,4.1756
Same Day,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Supplies,231.72,2,0.0,11.586,No Discount,0.0,5.793
Same Day,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Fasteners,17.9,5,0.0,8.95,No Discount,0.0,1.7899999999999998
Same Day,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,12.48,2,0.0,5.616,No Discount,0.0,2.808
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,8.016,3,0.2,1.1022,Medium Discount,1.6032000000000002,0.3674
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Phones,259.896,2,0.4,-56.3108,Medium Discount,103.95840000000001,-28.1554
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Phones,247.188,2,0.4,-49.4376,Medium Discount,98.8752,-24.7188
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Accessories,279.96,5,0.2,48.993,Medium Discount,55.992,9.7986
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,450.0,5,0.0,162.0,No Discount,0.0,32.4
Second Class,Home Office,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,19.44,3,0.0,9.5256,No Discount,0.0,3.1752000000000002
Second Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Tables,300.904,1,0.2,11.2839,Medium Discount,60.180800000000005,11.2839
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Technology,Phones,239.976,3,0.2,26.9973,Medium Discount,47.995200000000004,8.9991
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Furnishings,31.168,4,0.2,9.3504,Medium Discount,6.2336,2.3376
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Tables,120.96,2,0.4,-28.224,Medium Discount,48.384,-14.112
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Technology,Phones,2239.936,8,0.2,223.9936,Medium Discount,447.98720000000003,27.9992
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Appliances,76.608,8,0.2,6.7032,Medium Discount,15.321600000000002,0.8379
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,142.776,1,0.2,17.847,Medium Discount,28.555200000000003,17.847
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,91.36,5,0.2,29.692,Medium Discount,18.272000000000002,5.9384
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,3.552,2,0.2,0.444,Medium Discount,0.7104,0.222
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,115.136,8,0.2,11.5136,Medium Discount,23.0272,1.4392
Standard Class,Home Office,United States,Reno,Nevada,89502,West,Office Supplies,Fasteners,4.71,1,0.0,0.0,No Discount,0.0,0.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,172.764,2,0.1,13.4372,Low Discount,17.276400000000002,6.7186
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.52,2,0.0,1.6896,No Discount,0.0,0.8448
First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,79.968,4,0.2,-17.9928,Medium Discount,15.9936,-4.4982
First Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Bookcases,305.9745,3,0.15,25.1979,Low Discount,45.89617499999999,8.3993
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,344.91,3,0.0,10.3473,No Discount,0.0,3.4491
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,626.352,3,0.2,-23.4882,Medium Discount,125.2704,-7.8294
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,359.499,3,0.15,-29.6058,Low Discount,53.92485,-9.868599999999999
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,71.952,6,0.2,5.3964,Medium Discount,14.3904,0.8994
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,29.8,5,0.2,9.3125,Medium Discount,5.960000000000001,1.8625
Second Class,Corporate,United States,Elyria,Ohio,44035,East,Office Supplies,Binders,1.824,1,0.7,-1.3984,High Discount,1.2768,-1.3984
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,64.384,4,0.8,-160.96,High Discount,51.507200000000005,-40.24
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,6.984,2,0.6,-4.5396,High Discount,4.1903999999999995,-2.2698
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Art,11.264,8,0.2,3.9424,Medium Discount,2.2528,0.4928
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,Medium Discount,3.1104000000000003,1.8792
